userId,movieId,tag,timestamp,title,genres
62,2023,Classic,1525636752,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
62,2023,Francis Ford Coppola,1525636752,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
62,2023,mafia,1525636733,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
62,2124,black comedy,1525636847,"Addams Family, The (1991)",Children|Comedy|Fantasy
62,2124,Christina Ricci,1525636867,"Addams Family, The (1991)",Children|Comedy|Fantasy
62,2124,Christopher Lloyd,1525636859,"Addams Family, The (1991)",Children|Comedy|Fantasy
62,2124,Family,1525636855,"Addams Family, The (1991)",Children|Comedy|Fantasy
62,2124,gothic,1525636849,"Addams Family, The (1991)",Children|Comedy|Fantasy
62,2124,quirky,1525636846,"Addams Family, The (1991)",Children|Comedy|Fantasy
62,2953,family,1525636883,Home Alone 2: Lost in New York (1992),Children|Comedy
62,2953,funny,1525636885,Home Alone 2: Lost in New York (1992),Children|Comedy
62,2953,Macaulay Culkin,1525636890,Home Alone 2: Lost in New York (1992),Children|Comedy
62,2953,sequel,1525636887,Home Alone 2: Lost in New York (1992),Children|Comedy
62,3114,animation,1525636903,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
62,3114,Disney,1525636902,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
62,3114,funny,1525636913,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
62,3114,original,1525636917,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
62,3114,Pixar,1525636901,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
62,3114,sequel,1525636910,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
62,3114,Tom Hanks,1525636925,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
474,3114,Pixar,1138032529,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
62,3578,ancient Rome,1528152504,Gladiator (2000),Action|Adventure|Drama
62,3578,Epic,1528152469,Gladiator (2000),Action|Adventure|Drama
62,3578,history,1528152467,Gladiator (2000),Action|Adventure|Drama
62,3578,imdb top 250,1528152498,Gladiator (2000),Action|Adventure|Drama
62,3578,revenge,1528152496,Gladiator (2000),Action|Adventure|Drama
62,3578,Rome,1528152463,Gladiator (2000),Action|Adventure|Drama
62,3578,Russell Crowe,1528152465,Gladiator (2000),Action|Adventure|Drama
606,3578,Romans,1173212944,Gladiator (2000),Action|Adventure|Drama
62,4223,Ed Harris,1528024869,Enemy at the Gates (2001),Drama|War
62,4223,Jude Law,1528024854,Enemy at the Gates (2001),Drama|War
62,4223,Rachel Weisz,1528024873,Enemy at the Gates (2001),Drama|War
62,4223,sniper,1528024852,Enemy at the Gates (2001),Drama|War
62,4223,World War II,1528024877,Enemy at the Gates (2001),Drama|War
62,5388,Al Pacino,1530310809,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
62,5388,atmospheric,1530310959,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
62,5388,Hilary Swank,1530310952,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
62,5388,Robin Williams,1530310811,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
184,5388,atmospheric,1537094680,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
184,5388,insomnia,1537094688,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
184,5388,thought-provoking,1537094685,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
62,6058,sequel,1525555053,Final Destination 2 (2003),Horror|Thriller
62,6058,violent,1525555051,Final Destination 2 (2003),Horror|Thriller
62,6534,dogs,1525554096,Hulk (2003),Action|Adventure|Sci-Fi
62,6534,Eric Bana,1525554086,Hulk (2003),Action|Adventure|Sci-Fi
62,6534,mad scientist,1525554098,Hulk (2003),Action|Adventure|Sci-Fi
62,6534,marvel,1525554100,Hulk (2003),Action|Adventure|Sci-Fi
62,6541,captain nemo,1525554054,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
62,6541,comic book,1525554028,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
62,6541,gothic,1525554056,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
62,6541,Peta Wilson,1525554040,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
62,6541,Sean Connery,1525554026,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
62,6541,superhero,1525554051,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
62,6564,adventure,1525554439,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
62,6564,Angelina Jolie,1525554432,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
62,6564,heroine in tight suit,1525554441,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
62,7153,Adventure,1528152558,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,7153,ensemble cast,1528152578,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,7153,fantasy,1528152556,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,7153,fantasy world,1528152571,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,7153,great soundtrack,1528152575,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,7153,lord of the rings,1528152581,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,7153,scenic,1528152580,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,7153,stylized,1528152577,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,7153,Tolkien,1528152561,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
474,7153,Tolkein,1137181217,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,8641,hilarious,1526249138,Anchorman: The Legend of Ron Burgundy (2004),Comedy
62,8641,Steve Carell,1526249156,Anchorman: The Legend of Ron Burgundy (2004),Comedy
62,8641,Will Ferrell,1526249135,Anchorman: The Legend of Ron Burgundy (2004),Comedy
305,8641,stupid,1520707078,Anchorman: The Legend of Ron Burgundy (2004),Comedy
327,8641,awesome,1234789177,Anchorman: The Legend of Ron Burgundy (2004),Comedy
424,8641,comedy,1457846537,Anchorman: The Legend of Ron Burgundy (2004),Comedy
424,8641,Will Ferrell,1457846533,Anchorman: The Legend of Ron Burgundy (2004),Comedy
62,27660,animation,1525554490,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
62,27660,anime,1525554488,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
62,27660,cyberpunk,1525554486,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
62,27660,dark,1525554500,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
62,27660,Matrix,1525554493,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
62,27660,sci-fi,1525554491,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
62,27706,dark comedy,1526248598,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
62,27706,Jim Carrey,1526248575,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
62,27706,meryl streep,1526248580,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
62,27706,quirky,1526248553,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
62,27706,stylized,1526248601,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
62,27808,Adam Sandler,1525554900,Spanglish (2004),Comedy|Drama|Romance
62,27808,family,1525554919,Spanglish (2004),Comedy|Drama|Romance
62,27808,sweet,1525554922,Spanglish (2004),Comedy|Drama|Romance
62,27831,British gangster,1532723304,Layer Cake (2004),Crime|Drama|Thriller
62,27831,confusing,1532723364,Layer Cake (2004),Crime|Drama|Thriller
62,27831,daniel craig,1532723305,Layer Cake (2004),Crime|Drama|Thriller
62,27831,Exquisite plotting.,1532723355,Layer Cake (2004),Crime|Drama|Thriller
62,27831,organized crime,1532723369,Layer Cake (2004),Crime|Drama|Thriller
62,27831,stylish,1532723356,Layer Cake (2004),Crime|Drama|Thriller
62,27831,Tom Hardy,1532723359,Layer Cake (2004),Crime|Drama|Thriller
62,31658,anime,1525869041,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
62,31658,fantasy world,1525869051,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
62,31658,Hayao Miyazaki,1525869046,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
62,31658,Studio Ghibli,1525869044,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
474,31658,06 Oscar Nominated Best Movie - Animation,1145451856,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
474,31658,In Netflix queue,1137201531,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
62,33162,David Thewlis,1525554605,Kingdom of Heaven (2005),Action|Drama|Romance|War
62,33162,Eva Green,1525554550,Kingdom of Heaven (2005),Action|Drama|Romance|War
62,33162,Liam Neeson,1525554577,Kingdom of Heaven (2005),Action|Drama|Romance|War
62,33162,Orlando Bloom,1525554511,Kingdom of Heaven (2005),Action|Drama|Romance|War
62,34150,Chris Evans,1525554141,Fantastic Four (2005),Action|Adventure|Sci-Fi
62,34150,comic book,1525554003,Fantastic Four (2005),Action|Adventure|Sci-Fi
62,34150,heroine in tight suit,1525554138,Fantastic Four (2005),Action|Adventure|Sci-Fi
62,34150,Jessica Alba,1525554127,Fantastic Four (2005),Action|Adventure|Sci-Fi
62,34150,sexy female scientist,1525554144,Fantastic Four (2005),Action|Adventure|Sci-Fi
62,34150,superhero,1525553977,Fantastic Four (2005),Action|Adventure|Sci-Fi
62,37729,gothic,1530310527,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
62,37729,helena bonham carter,1530310534,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
62,37729,Johnny Depp,1530310529,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
62,37729,Tim Burton,1530310526,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
62,37729,visually appealing,1530310541,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
336,37729,animation,1139047294,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
474,37729,06 Oscar Nominated Best Movie - Animation,1139059938,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
62,38061,black comedy,1532723380,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
62,38061,clever,1532723403,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
62,38061,fast-paced dialogue,1532723406,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
62,38061,good dialogue,1532723428,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
62,38061,Robert Downey Jr.,1532723408,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
62,38061,witty,1532723402,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
474,38061,In Netflix queue,1137179624,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
62,45447,adventure,1525637064,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
62,45447,Audrey Tautou,1525637075,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
62,45447,conspiracy theory,1525637062,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
62,45447,Mystery,1525637081,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
62,45447,Paris,1525637079,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
62,45447,Tom Hanks,1525637067,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
62,45447,treasure hunt,1525637084,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
62,46723,Brad Pitt,1525554217,Babel (2006),Drama|Thriller
62,46723,cate blanchett,1525554227,Babel (2006),Drama|Thriller
62,46723,multiple storylines,1525554215,Babel (2006),Drama|Thriller
62,46723,social commentary,1525554246,Babel (2006),Drama|Thriller
62,46972,Ben Stiller,1525554254,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX
62,46972,Robin Williams,1525554255,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX
62,46976,emma thompson,1536874692,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
62,46976,Maggie Gyllenhaal,1536874655,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
62,46976,modern fantasy,1536874658,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
62,46976,romance,1536874651,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
62,46976,surreal,1536874662,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
62,46976,Will Ferrell,1536874653,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
62,49130,Marion Cotillard,1526582371,"Good Year, A (2006)",Comedy|Drama|Romance
62,49530,Africa,1536874706,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
62,49530,corruption,1536874704,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
62,49530,Jennifer Connelly,1536874701,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
62,49530,justice,1536874709,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
62,49530,Leonardo DiCaprio,1536874698,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
62,53464,bad acting,1525554797,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
62,53464,bad jokes,1525554811,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
62,53464,bad plot,1525554822,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
62,53464,Chris Evans,1525554807,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
62,53464,Jessica Alba,1525554794,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
62,53464,Marvel,1525554792,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
62,53464,sexy female scientist,1525554813,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
62,58047,Rachel Weisz,1528909364,"Definitely, Maybe (2008)",Comedy|Drama|Romance
62,58047,Ryan Reynolds,1528909347,"Definitely, Maybe (2008)",Comedy|Drama|Romance
62,59501,fantasy,1525637507,"Chronicles of Narnia: Prince Caspian, The (2008)",Adventure|Children|Fantasy
62,59501,lion,1525637517,"Chronicles of Narnia: Prince Caspian, The (2008)",Adventure|Children|Fantasy
62,59501,narnia,1525637508,"Chronicles of Narnia: Prince Caspian, The (2008)",Adventure|Children|Fantasy
62,59501,Tilda Swinton,1525637603,"Chronicles of Narnia: Prince Caspian, The (2008)",Adventure|Children|Fantasy
62,60074,bad script,1525554116,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy
62,60074,Charlize Theron,1525554121,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy
62,60074,Will Smith,1525554107,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy
62,60126,Anne Hathaway,1527004240,Get Smart (2008),Action|Comedy
62,60126,Steve Carell,1527004238,Get Smart (2008),Action|Comedy
62,61024,comedy,1528934218,Pineapple Express (2008),Action|Comedy|Crime
62,61024,James Franco,1528934214,Pineapple Express (2008),Action|Comedy|Crime
62,61024,Seth Rogen,1528934216,Pineapple Express (2008),Action|Comedy|Crime
62,61024,Stoner Movie,1528934219,Pineapple Express (2008),Action|Comedy|Crime
62,63992,audience intelligence underestimated,1528934237,Twilight (2008),Drama|Fantasy|Romance|Thriller
62,63992,boring,1528934241,Twilight (2008),Drama|Fantasy|Romance|Thriller
62,63992,chick flick,1528934247,Twilight (2008),Drama|Fantasy|Romance|Thriller
62,63992,overrated,1528934240,Twilight (2008),Drama|Fantasy|Romance|Thriller
62,63992,Teen movie,1528934233,Twilight (2008),Drama|Fantasy|Romance|Thriller
62,68848,Adrien Brody,1527274305,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance
62,68848,con artists,1527274320,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance
62,68848,funny,1527274322,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance
62,68848,interesting characters,1527274324,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance
62,68848,Mark Ruffalo,1527274316,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance
62,68848,Rachel Weisz,1527274311,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance
62,71535,Bill Murray,1529777198,Zombieland (2009),Action|Comedy|Horror
62,71535,dark comedy,1529777189,Zombieland (2009),Action|Comedy|Horror
62,71535,Emma Stone,1529777192,Zombieland (2009),Action|Comedy|Horror
62,71535,funny,1529777194,Zombieland (2009),Action|Comedy|Horror
62,71535,Jesse Eisenberg,1529777186,Zombieland (2009),Action|Comedy|Horror
62,71535,Woody Harrelson,1529777129,Zombieland (2009),Action|Comedy|Horror
62,87430,audience intelligence underestimated,1525555172,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,CGI,1525555168,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,cheesy,1525555170,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,comic book,1525555164,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,DC,1525555176,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,DC Comics,1525555184,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,Ryan Reynolds,1525555162,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,space,1525555182,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,superhero,1525555181,Green Lantern (2011),Action|Adventure|Sci-Fi
62,88405,comedy,1525554879,Friends with Benefits (2011),Comedy|Romance
62,88405,funny,1525554868,Friends with Benefits (2011),Comedy|Romance
62,88405,happy ending,1525554872,Friends with Benefits (2011),Comedy|Romance
62,88405,HOT actress,1525554880,Friends with Benefits (2011),Comedy|Romance
62,88405,Justin Timberlake,1525554873,Friends with Benefits (2011),Comedy|Romance
62,88405,Mila Kunis,1525554861,Friends with Benefits (2011),Comedy|Romance
62,88405,New York City,1525554866,Friends with Benefits (2011),Comedy|Romance
62,88405,romance,1525554883,Friends with Benefits (2011),Comedy|Romance
62,88405,sex,1525554864,Friends with Benefits (2011),Comedy|Romance
62,96861,Istanbul,1529611262,Taken 2 (2012),Action|Crime|Drama|Thriller
62,96861,Liam Neeson,1529611250,Taken 2 (2012),Action|Crime|Drama|Thriller
62,96861,predictable,1529611266,Taken 2 (2012),Action|Crime|Drama|Thriller
62,96861,Turkey,1529611256,Taken 2 (2012),Action|Crime|Drama|Thriller
62,96861,unnecessary sequel,1529611269,Taken 2 (2012),Action|Crime|Drama|Thriller
62,99114,action,1526078792,Django Unchained (2012),Action|Drama|Western
62,99114,Christoph Waltz,1526078766,Django Unchained (2012),Action|Drama|Western
62,99114,funny,1526078778,Django Unchained (2012),Action|Drama|Western
62,99114,good soundtrack,1526078785,Django Unchained (2012),Action|Drama|Western
62,99114,Great performances,1526078768,Django Unchained (2012),Action|Drama|Western
62,99114,Humour,1526078787,Django Unchained (2012),Action|Drama|Western
62,99114,Leonardo DiCaprio,1526078762,Django Unchained (2012),Action|Drama|Western
62,99114,Quentin Tarantino,1526078760,Django Unchained (2012),Action|Drama|Western
62,99114,Samuel L. Jackson,1526078763,Django Unchained (2012),Action|Drama|Western
62,99114,Soundtrack,1526078781,Django Unchained (2012),Action|Drama|Western
62,99114,western,1526078773,Django Unchained (2012),Action|Drama|Western
537,99114,Soundtrack,1424140415,Django Unchained (2012),Action|Drama|Western
62,103042,Amy Adams,1525555328,Man of Steel (2013),Action|Adventure|Fantasy|Sci-Fi|IMAX
62,103042,superhero,1525555319,Man of Steel (2013),Action|Adventure|Fantasy|Sci-Fi|IMAX
62,104863,daniel radcliffe,1528843968,What If (2013),Comedy|Drama|Romance
62,104863,zoe kazan,1528843965,What If (2013),Comedy|Drama|Romance
62,107348,comedy,1528935011,Anchorman 2: The Legend Continues (2013),Comedy
62,107348,Steve Carell,1528935000,Anchorman 2: The Legend Continues (2013),Comedy
62,107348,stupid but funny,1528935013,Anchorman 2: The Legend Continues (2013),Comedy
62,107348,will ferrell,1528935002,Anchorman 2: The Legend Continues (2013),Comedy
62,108190,anti-intellectual,1525554841,Divergent (2014),Adventure|Romance|Sci-Fi|IMAX
62,108190,bad writing,1525554835,Divergent (2014),Adventure|Romance|Sci-Fi|IMAX
62,108190,dystopia,1525554830,Divergent (2014),Adventure|Romance|Sci-Fi|IMAX
